R02-1-A Q0 15 1 0.842079222 CAPTAIN
R02-1-A Q0 19 2 0.764884233 CAPTAIN
R02-1-A Q0 11 3 0.725814760 CAPTAIN
R02-1-I Q0 15 1 0.793183506 CAPTAIN
R02-1-U Q0 18 1 0.817661941 CAPTAIN
R02-1-U Q0 15 2 0.815496087 CAPTAIN
R02-1-U Q0 17 3 0.767820239 CAPTAIN
R02-1-E Q0 17 1 0.849117517 CAPTAIN
R02-2-E Q0 36 1 0.826641560 CAPTAIN
R02-2-E Q0 3 2 0.690439641 CAPTAIN
R02-3-A Q0 95 1 0.831349611 CAPTAIN
R02-3-I Q0 95 1 0.829813778 CAPTAIN
R02-3-I Q0 96 2 0.800676227 CAPTAIN
R02-3-U Q0 95 1 0.229358047 CAPTAIN
R02-3-O Q0 95 1 0.824174583 CAPTAIN
R02-4-A Q0 117 1 0.761651218 CAPTAIN
R02-4-A Q0 103 2 0.679029942 CAPTAIN
R02-4-I Q0 113 1 0.803757489 CAPTAIN
R02-4-I Q0 117 2 0.784795523 CAPTAIN
R02-4-I Q0 115 3 0.691954553 CAPTAIN
R02-4-U Q0 117 1 0.190116704 CAPTAIN
R02-5-A Q0 166 1 0.791962087 CAPTAIN
R02-5-I Q0 96 1 0.770103693 CAPTAIN
R02-5-U Q0 724 1 0.771900296 CAPTAIN
R02-5-E Q0 169 1 0.835695446 CAPTAIN
R02-5-O Q0 168 1 0.851322889 CAPTAIN
R02-5-O Q0 508 2 0.705196321 CAPTAIN
R02-5-O Q0 166 3 0.595856488 CAPTAIN
R02-8-E Q0 192 1 0.668926537 CAPTAIN
R02-8-O Q0 663 1 0.165754199 CAPTAIN
R02-9-A Q0 200 1 0.655151546 CAPTAIN
R02-9-I Q0 200 1 0.390636653 CAPTAIN
R02-9-U Q0 200 1 0.260584325 CAPTAIN
R02-9-E Q0 96 1 0.810103178 CAPTAIN
R02-9-E Q0 200 2 0.684855640 CAPTAIN
R02-9-O Q0 200 1 0.133606285 CAPTAIN
R02-10-I Q0 604 1 0.809870362 CAPTAIN
R02-10-I Q0 278 2 0.787468553 CAPTAIN
R02-10-U Q0 265 1 0.833567321 CAPTAIN
R02-10-E Q0 269-2 1 0.839072824 CAPTAIN
R02-11-E Q0 338 1 0.842221856 CAPTAIN
R02-11-E Q0 337 2 0.829603255 CAPTAIN
R02-11-E Q0 339 3 0.811153829 CAPTAIN
R02-11-E Q0 327 4 0.675001562 CAPTAIN
R02-12-A Q0 179 1 0.809908509 CAPTAIN
R02-13-A Q0 376 1 0.116979197 CAPTAIN
R02-13-E Q0 398-4 1 0.176094249 CAPTAIN
R02-15-I Q0 555 1 0.741063952 CAPTAIN
R02-15-U Q0 562 1 0.123246908 CAPTAIN
R02-15-E Q0 555 1 0.171653599 CAPTAIN
R02-15-O Q0 493 1 0.469438165 CAPTAIN
R02-16-A Q0 424-7 1 0.755277991 CAPTAIN
R02-16-I Q0 424 1 0.503461123 CAPTAIN
R02-16-U Q0 424 1 0.753516853 CAPTAIN
R02-16-E Q0 425 1 0.835476458 CAPTAIN
R02-16-O Q0 424 1 0.782563329 CAPTAIN
R02-16-O Q0 425 2 0.778706551 CAPTAIN
R02-17-A Q0 169 1 0.162895635 CAPTAIN
R02-17-I Q0 519 1 0.831076860 CAPTAIN
R02-17-U Q0 128 1 0.066157721 CAPTAIN
R02-17-O Q0 443 1 0.071108483 CAPTAIN
R02-18-U Q0 494 1 0.134075686 CAPTAIN
R02-19-A Q0 500 1 0.164925441 CAPTAIN
R02-19-I Q0 502 1 0.783558071 CAPTAIN
R02-19-E Q0 504 1 0.719169080 CAPTAIN
R02-21-A Q0 404 1 0.826315403 CAPTAIN
R02-23-I Q0 484 1 0.818536043 CAPTAIN
R02-23-U Q0 539-2 1 0.826304436 CAPTAIN
R02-23-E Q0 179 1 0.748213172 CAPTAIN
R02-23-O Q0 555 1 0.085941888 CAPTAIN
R02-24-A Q0 564 1 0.725722551 CAPTAIN
R02-24-I Q0 176 1 0.176078960 CAPTAIN
R02-24-U Q0 563 1 0.648347139 CAPTAIN
R02-24-E Q0 541 1 0.215724990 CAPTAIN
R02-24-O Q0 566 1 0.204622939 CAPTAIN
R02-25-A Q0 605-3 1 0.833801985 CAPTAIN
R02-25-A Q0 605-2 2 0.814040720 CAPTAIN
R02-25-I Q0 606 1 0.811371386 CAPTAIN
R02-25-U Q0 611 1 0.847993493 CAPTAIN
R02-25-U Q0 616-2 2 0.657684207 CAPTAIN
R02-25-E Q0 613 1 0.829602659 CAPTAIN
R02-25-O Q0 621 1 0.832989395 CAPTAIN
R02-25-O Q0 616 2 0.737828970 CAPTAIN
R02-26-A Q0 651 1 0.828029811 CAPTAIN
R02-26-A Q0 652 2 0.822885692 CAPTAIN
R02-26-I Q0 656 1 0.813439190 CAPTAIN
R02-26-U Q0 649 1 0.176751673 CAPTAIN
R02-26-O Q0 655 1 0.809215724 CAPTAIN
R02-26-O Q0 653 2 0.764683187 CAPTAIN
R02-27-A Q0 675 1 0.830864668 CAPTAIN
R02-27-A Q0 249 2 0.825888395 CAPTAIN
R02-27-I Q0 670 1 0.834934771 CAPTAIN
R02-27-I Q0 671 2 0.517884076 CAPTAIN
R02-27-U Q0 678 1 0.853435934 CAPTAIN
R02-27-E Q0 677-2 1 0.847342253 CAPTAIN
R02-27-E Q0 676 2 0.683730781 CAPTAIN
R02-27-O Q0 676 1 0.840776443 CAPTAIN
R02-28-U Q0 706 1 0.774786472 CAPTAIN
R02-28-U Q0 705 2 0.772802949 CAPTAIN
R02-28-O Q0 707 1 0.727593780 CAPTAIN
R02-29-A Q0 248 1 0.068933725 CAPTAIN
R02-36-A Q0 95 1 0.648887157 CAPTAIN
R02-36-I Q0 153 1 0.834947169 CAPTAIN
R02-36-U Q0 187 1 0.859266400 CAPTAIN
R02-36-E Q0 254 1 0.831811011 CAPTAIN
R02-37-A Q0 407 1 0.718683124 CAPTAIN
R02-37-I Q0 540 1 0.730856240 CAPTAIN
