R02-1-A Q0 15 1 0.842079222 CAPTAIN
R02-1-A Q0 19 2 0.764884233 CAPTAIN
R02-1-A Q0 11 3 0.725814760 CAPTAIN
R02-1-A Q0 7 4 0.078904785 CAPTAIN
R02-1-A Q0 29 5 0.033108581 CAPTAIN
R02-1-A Q0 17 6 0.024066100 CAPTAIN
R02-1-A Q0 16 7 0.022684228 CAPTAIN
R02-1-A Q0 28 8 0.021266581 CAPTAIN
R02-1-A Q0 478 9 0.015857769 CAPTAIN
R02-1-A Q0 152 10 0.015314794 CAPTAIN
R02-1-A Q0 18 11 0.011359598 CAPTAIN
R02-1-A Q0 479 12 0.009911792 CAPTAIN
R02-1-A Q0 6 13 0.009453402 CAPTAIN
R02-1-A Q0 3-2 14 0.008732328 CAPTAIN
R02-1-A Q0 457 15 0.008037209 CAPTAIN
R02-1-A Q0 124 16 0.007637619 CAPTAIN
R02-1-A Q0 120 17 0.006742086 CAPTAIN
R02-1-A Q0 25 18 0.006426723 CAPTAIN
R02-1-A Q0 712 19 0.006208061 CAPTAIN
R02-1-A Q0 20 20 0.005698014 CAPTAIN
R02-1-A Q0 713 21 0.005537541 CAPTAIN
R02-1-A Q0 102 22 0.004975249 CAPTAIN
R02-1-A Q0 489 23 0.004191405 CAPTAIN
R02-1-A Q0 162 24 0.004049766 CAPTAIN
R02-1-A Q0 153 25 0.003989306 CAPTAIN
R02-1-A Q0 9 26 0.003846931 CAPTAIN
R02-1-A Q0 450 27 0.002610871 CAPTAIN
R02-1-A Q0 97 28 0.002532902 CAPTAIN
R02-1-A Q0 533 29 0.002479820 CAPTAIN
R02-1-A Q0 121-2 30 0.002279187 CAPTAIN
R02-1-A Q0 26 31 0.002118535 CAPTAIN
R02-1-A Q0 205 32 0.002077408 CAPTAIN
R02-1-A Q0 8 33 0.001955779 CAPTAIN
R02-1-A Q0 526 34 0.001937500 CAPTAIN
R02-1-A Q0 590 35 0.001775991 CAPTAIN
R02-1-A Q0 715 36 0.001703134 CAPTAIN
R02-1-A Q0 462 37 0.001632433 CAPTAIN
R02-1-A Q0 504 38 0.001619270 CAPTAIN
R02-1-A Q0 10 39 0.001614817 CAPTAIN
R02-1-A Q0 717 40 0.001501814 CAPTAIN
R02-1-A Q0 27 41 0.001421272 CAPTAIN
R02-1-A Q0 521 42 0.001329067 CAPTAIN
R02-1-A Q0 31 43 0.001209597 CAPTAIN
R02-1-A Q0 107 44 0.001189191 CAPTAIN
R02-1-A Q0 95 45 0.000974616 CAPTAIN
R02-1-A Q0 30 46 0.000827478 CAPTAIN
R02-1-A Q0 108 47 0.000820266 CAPTAIN
R02-1-A Q0 148 48 0.000808478 CAPTAIN
R02-1-A Q0 710 49 0.000796053 CAPTAIN
R02-1-A Q0 671 50 0.000781347 CAPTAIN
R02-1-A Q0 187 51 0.000762701 CAPTAIN
R02-1-A Q0 388 52 0.000758923 CAPTAIN
R02-1-A Q0 13 53 0.000731484 CAPTAIN
R02-1-A Q0 714 54 0.000730417 CAPTAIN
R02-1-A Q0 117 55 0.000725411 CAPTAIN
R02-1-A Q0 608 56 0.000710999 CAPTAIN
R02-1-A Q0 12 57 0.000679228 CAPTAIN
R02-1-A Q0 23 58 0.000671459 CAPTAIN
R02-1-A Q0 723 59 0.000609540 CAPTAIN
R02-1-A Q0 191 60 0.000608649 CAPTAIN
R02-1-A Q0 280 61 0.000602920 CAPTAIN
R02-1-A Q0 14 62 0.000557161 CAPTAIN
R02-1-A Q0 423 63 0.000524440 CAPTAIN
R02-1-A Q0 501 64 0.000522768 CAPTAIN
R02-1-A Q0 707 65 0.000492161 CAPTAIN
R02-1-A Q0 98-2 66 0.000478486 CAPTAIN
R02-1-A Q0 721 67 0.000470567 CAPTAIN
R02-1-A Q0 720 68 0.000440281 CAPTAIN
R02-1-A Q0 494 69 0.000434085 CAPTAIN
R02-1-A Q0 543 70 0.000428225 CAPTAIN
R02-1-A Q0 488 71 0.000426543 CAPTAIN
R02-1-A Q0 21 72 0.000397396 CAPTAIN
R02-1-A Q0 211 73 0.000383267 CAPTAIN
R02-1-A Q0 566 74 0.000339631 CAPTAIN
R02-1-A Q0 624-2 75 0.000331546 CAPTAIN
R02-1-A Q0 536 76 0.000329742 CAPTAIN
R02-1-A Q0 32 77 0.000326354 CAPTAIN
R02-1-A Q0 221 78 0.000313992 CAPTAIN
R02-1-A Q0 419 79 0.000305596 CAPTAIN
R02-1-A Q0 415 80 0.000284533 CAPTAIN
R02-1-A Q0 637 81 0.000282560 CAPTAIN
R02-1-A Q0 495 82 0.000277024 CAPTAIN
R02-1-A Q0 185 83 0.000262565 CAPTAIN
R02-1-A Q0 583 84 0.000239475 CAPTAIN
R02-1-A Q0 109 85 0.000228752 CAPTAIN
R02-1-A Q0 282 86 0.000224668 CAPTAIN
R02-1-A Q0 373 87 0.000217481 CAPTAIN
R02-1-A Q0 260 88 0.000214781 CAPTAIN
R02-1-A Q0 37 89 0.000208257 CAPTAIN
R02-1-A Q0 112 90 0.000205680 CAPTAIN
R02-1-A Q0 611 91 0.000192901 CAPTAIN
R02-1-A Q0 529 92 0.000191884 CAPTAIN
R02-1-A Q0 299 93 0.000191290 CAPTAIN
R02-1-A Q0 342 94 0.000184045 CAPTAIN
R02-1-A Q0 118 95 0.000182869 CAPTAIN
R02-1-A Q0 375 96 0.000176205 CAPTAIN
R02-1-A Q0 544 97 0.000170089 CAPTAIN
R02-1-A Q0 413 98 0.000169416 CAPTAIN
R02-1-A Q0 93 99 0.000167471 CAPTAIN
R02-1-A Q0 542 100 0.000167431 CAPTAIN
R02-1-I Q0 15 1 0.793183506 CAPTAIN
R02-1-I Q0 18 2 0.120107606 CAPTAIN
R02-1-I Q0 19 3 0.033646412 CAPTAIN
R02-1-I Q0 17 4 0.028905546 CAPTAIN
R02-1-I Q0 478 5 0.016449396 CAPTAIN
R02-1-I Q0 124 6 0.012478942 CAPTAIN
R02-1-I Q0 20 7 0.010551391 CAPTAIN
R02-1-I Q0 16 8 0.009879567 CAPTAIN
R02-1-I Q0 11 9 0.009575945 CAPTAIN
R02-1-I Q0 482 10 0.008894465 CAPTAIN
R02-1-I Q0 479 11 0.005765448 CAPTAIN
R02-1-I Q0 7 12 0.005618230 CAPTAIN
R02-1-I Q0 10 13 0.004498303 CAPTAIN
R02-1-I Q0 120 14 0.004485501 CAPTAIN
R02-1-I Q0 14 15 0.003876350 CAPTAIN
R02-1-I Q0 121-2 16 0.003046765 CAPTAIN
R02-1-I Q0 154 17 0.003042006 CAPTAIN
R02-1-I Q0 462 18 0.002864033 CAPTAIN
R02-1-I Q0 95 19 0.002495156 CAPTAIN
R02-1-I Q0 113 20 0.002323684 CAPTAIN
R02-1-I Q0 196 21 0.002297184 CAPTAIN
R02-1-I Q0 486 22 0.002280845 CAPTAIN
R02-1-I Q0 500 23 0.002112476 CAPTAIN
R02-1-I Q0 13 24 0.002096730 CAPTAIN
R02-1-I Q0 21 25 0.001975116 CAPTAIN
R02-1-I Q0 493 26 0.001910056 CAPTAIN
R02-1-I Q0 715 27 0.001900052 CAPTAIN
R02-1-I Q0 246 28 0.001812598 CAPTAIN
R02-1-I Q0 145 29 0.001720741 CAPTAIN
R02-1-I Q0 374 30 0.001697251 CAPTAIN
