R02-1-A Q0 15 1 0.910968304 CAPTAIN
R02-1-A Q0 11 2 0.631528854 CAPTAIN
R02-1-I Q0 15 1 0.894809663 CAPTAIN
R02-1-I Q0 18 2 0.520195544 CAPTAIN
R02-1-U Q0 18 1 0.903685391 CAPTAIN
R02-1-U Q0 15 2 0.845625281 CAPTAIN
R02-1-E Q0 17 1 0.915872991 CAPTAIN
R02-2-E Q0 36 1 0.915289104 CAPTAIN
R02-3-A Q0 95 1 0.899361849 CAPTAIN
R02-3-I Q0 95 1 0.885680795 CAPTAIN
R02-3-I Q0 123 2 0.838942528 CAPTAIN
R02-3-I Q0 120 3 0.770199001 CAPTAIN
R02-3-U Q0 121-2 1 0.895556152 CAPTAIN
R02-3-O Q0 95 1 0.901492536 CAPTAIN
R02-4-A Q0 117 1 0.893522322 CAPTAIN
R02-4-I Q0 117 1 0.901684999 CAPTAIN
R02-4-I Q0 113 2 0.871439934 CAPTAIN
R02-4-I Q0 115 3 0.765726924 CAPTAIN
R02-4-U Q0 117 1 0.910301745 CAPTAIN
R02-5-A Q0 166 1 0.858576894 CAPTAIN
R02-5-I Q0 126 1 0.871014535 CAPTAIN
R02-5-U Q0 724 1 0.886806130 CAPTAIN
R02-5-E Q0 169 1 0.917956650 CAPTAIN
R02-5-O Q0 168 1 0.910196722 CAPTAIN
R02-5-O Q0 166 2 0.720663965 CAPTAIN
R02-8-E Q0 192 1 0.648398221 CAPTAIN
R02-8-O Q0 193 1 0.132212773 CAPTAIN
R02-9-A Q0 200 1 0.761909723 CAPTAIN
R02-9-I Q0 200 1 0.562723875 CAPTAIN
R02-9-U Q0 200 1 0.319895864 CAPTAIN
R02-9-E Q0 200 1 0.597890437 CAPTAIN
R02-9-O Q0 198 1 0.553469241 CAPTAIN
R02-9-O Q0 200 2 0.518811285 CAPTAIN
R02-10-I Q0 268 1 0.856561005 CAPTAIN
R02-10-I Q0 278 2 0.651915252 CAPTAIN
R02-10-U Q0 265 1 0.909657955 CAPTAIN
R02-10-E Q0 269-2 1 0.908625007 CAPTAIN
R02-11-E Q0 338 1 0.920676410 CAPTAIN
R02-12-A Q0 166 1 0.836842358 CAPTAIN
R02-12-A Q0 396 2 0.832652688 CAPTAIN
R02-13-A Q0 376 1 0.059711326 CAPTAIN
R02-13-E Q0 374 1 0.769359529 CAPTAIN
R02-13-E Q0 398-4 2 0.556522012 CAPTAIN
R02-15-I Q0 465-3 1 0.317475349 CAPTAIN
R02-15-U Q0 536 1 0.260643870 CAPTAIN
R02-15-E Q0 179 1 0.296751827 CAPTAIN
R02-15-O Q0 533 1 0.765578687 CAPTAIN
R02-16-A Q0 424-7 1 0.829921484 CAPTAIN
R02-16-A Q0 424 2 0.729456604 CAPTAIN
R02-16-A Q0 426 3 0.697886407 CAPTAIN
R02-16-I Q0 424 1 0.512385726 CAPTAIN
R02-16-U Q0 424 1 0.584899545 CAPTAIN
R02-16-U Q0 128 2 0.527979195 CAPTAIN
R02-16-E Q0 425 1 0.918812156 CAPTAIN
R02-16-E Q0 424 2 0.556583643 CAPTAIN
R02-16-O Q0 425 1 0.825455487 CAPTAIN
R02-16-O Q0 424 2 0.789048016 CAPTAIN
R02-17-A Q0 147 1 0.833272934 CAPTAIN
R02-17-A Q0 169 2 0.792706430 CAPTAIN
R02-17-I Q0 519 1 0.906939387 CAPTAIN
R02-17-U Q0 533 1 0.280666560 CAPTAIN
R02-17-O Q0 443 1 0.642249346 CAPTAIN
R02-17-O Q0 508 2 0.507100284 CAPTAIN
R02-18-U Q0 494 1 0.227398783 CAPTAIN
R02-19-A Q0 499 1 0.167888671 CAPTAIN
R02-19-I Q0 502 1 0.797045767 CAPTAIN
R02-19-I Q0 501 2 0.554318786 CAPTAIN
R02-19-E Q0 504 1 0.911110818 CAPTAIN
R02-19-E Q0 501 2 0.648256540 CAPTAIN
R02-21-A Q0 404 1 0.863349915 CAPTAIN
R02-23-I Q0 484 1 0.908938587 CAPTAIN
R02-23-U Q0 539-2 1 0.879266322 CAPTAIN
R02-23-E Q0 559 1 0.055943184 CAPTAIN
R02-23-O Q0 541 1 0.684057653 CAPTAIN
R02-23-O Q0 542 2 0.619506001 CAPTAIN
R02-24-A Q0 564 1 0.669134259 CAPTAIN
R02-24-I Q0 415 1 0.867995262 CAPTAIN
R02-24-I Q0 567 2 0.580995858 CAPTAIN
R02-24-U Q0 563 1 0.880621552 CAPTAIN
R02-24-U Q0 542 2 0.705726981 CAPTAIN
R02-24-E Q0 542 1 0.693693995 CAPTAIN
R02-24-E Q0 541 2 0.632199466 CAPTAIN
R02-24-O Q0 542 1 0.150996208 CAPTAIN
R02-25-A Q0 605-2 1 0.872409582 CAPTAIN
R02-25-I Q0 606 1 0.919349968 CAPTAIN
R02-25-I Q0 607-2 2 0.797119856 CAPTAIN
R02-25-U Q0 611 1 0.908179998 CAPTAIN
R02-25-U Q0 616-2 2 0.775829971 CAPTAIN
R02-25-U Q0 616 3 0.625091016 CAPTAIN
R02-25-E Q0 613 1 0.915047646 CAPTAIN
R02-25-E Q0 612 2 0.517082572 CAPTAIN
R02-25-O Q0 621 1 0.917068720 CAPTAIN
R02-25-O Q0 616 2 0.775179803 CAPTAIN
R02-26-A Q0 651 1 0.888447762 CAPTAIN
R02-26-A Q0 652 2 0.794469416 CAPTAIN
R02-26-I Q0 656 1 0.880899072 CAPTAIN
R02-26-U Q0 649 1 0.706701100 CAPTAIN
R02-26-O Q0 655 1 0.895406544 CAPTAIN
R02-26-O Q0 653 2 0.747804344 CAPTAIN
R02-27-A Q0 676 1 0.854288220 CAPTAIN
R02-27-A Q0 675 2 0.847757220 CAPTAIN
R02-27-A Q0 249 3 0.824382603 CAPTAIN
R02-27-I Q0 670 1 0.896859467 CAPTAIN
R02-27-I Q0 671 2 0.869843304 CAPTAIN
R02-27-I Q0 670-2 3 0.855411708 CAPTAIN
R02-27-U Q0 678 1 0.910648406 CAPTAIN
R02-27-E Q0 677-2 1 0.925958812 CAPTAIN
R02-27-O Q0 676 1 0.823829949 CAPTAIN
R02-28-U Q0 706 1 0.868038714 CAPTAIN
R02-28-O Q0 707 1 0.568349302 CAPTAIN
R02-29-A Q0 509 1 0.786556959 CAPTAIN
R02-36-A Q0 95 1 0.884705365 CAPTAIN
R02-36-A Q0 120 2 0.549468338 CAPTAIN
R02-36-I Q0 153 1 0.910890639 CAPTAIN
R02-36-I Q0 457 2 0.780327857 CAPTAIN
R02-36-I Q0 150 3 0.529223382 CAPTAIN
R02-36-U Q0 187 1 0.864068270 CAPTAIN
R02-36-E Q0 254 1 0.933396220 CAPTAIN
R02-37-A Q0 407 1 0.901358664 CAPTAIN
R02-37-I Q0 540 1 0.890366614 CAPTAIN
